Id,GP,G,A,P_M,PIM,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,TOI_GP,DOB,First_Season,Ht,Wt,DZ_FOL,DZ_FOW,EV_FOL,EV_FOW,FOL,FOW,NZ_FOL,NZ_FOW,OZ_FO,OZ_FOL,OZ_FOW,PP_FOL,PP_FOW,SH_FOL,SH_FOW,G_Msct,Major,Match,Minor,Msct,Net_Pen,Net_Pen_60,PIMGP,PIMTOIPct,Pen_Drawn,Pen_Drawn_60,Pen_Taken,Pen_Taken_60,Salary
193,5,1,0,1,2,1,1,0,0,0,0,0,0,4,18.1166666666667,1992-03-31,20192020,77,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-0.66,0:24,2.2,0,0.0,1,0.66,14009.666666666666
194,62,5,29,-17,24,3,16,2,18,0,0,0,0,159,25.4166666666667,1993-07-20,20132014,75,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,-4,-0.15,0:23,1.5,7,0.27,11,0.42,375000.0
195,71,17,27,-3,35,16,33,1,11,0,0,2,3,179,17.1,1995-03-02,20152016,70,192,116,104,353,320,403,385,122,139,307,165,142,48,63,2,2,0,1,0,15,0,0,0.0,0:29,2.9,16,0.79,16,0.79,383333.3333333333
196,1,1,0,0,0,1,1,0,0,0,0,0,0,2,10.0666666666667,1992-05-29,20142015,73,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,58333.333333333336
197,37,3,6,2,4,3,8,0,1,0,0,0,0,47,15.9166666666667,1994-06-06,20162017,73,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,-0.2,0:06,0.7,0,0.0,2,0.2,208333.33333333334
198,37,3,4,6,22,2,5,0,0,1,2,0,0,35,13.4166666666667,1987-11-18,20072008,71,215,2,2,3,2,5,4,1,0,4,2,2,0,0,2,2,0,0,0,6,1,4,0.48,0:35,4.4,11,1.33,7,0.85,208333.33333333334
199,70,4,11,-1,30,4,14,0,0,0,1,0,1,67,12.7833333333333,1984-10-05,20062007,73,205,192,212,294,366,354,433,96,113,174,66,108,4,4,56,63,0,2,0,10,0,-8,-0.54,0:25,3.4,4,0.27,12,0.8,62500.0
200,13,0,4,2,8,0,4,0,0,0,0,0,0,16,12.7666666666667,1997-12-01,20182019,72,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-1,-0.36,0:36,4.8,3,1.08,4,1.45,58333.333333333336
201,68,7,10,-4,17,5,15,0,0,2,2,0,1,93,13.2,1994-02-02,20152016,72,187,11,6,15,11,24,15,3,0,19,10,9,0,1,9,3,0,1,0,6,0,2,0.13,0:15,1.9,9,0.6000000000000001,7,0.47,191666.66666666666
202,64,4,9,6,65,4,13,0,0,0,0,0,0,65,17.7666666666667,1995-04-16,20132014,78,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1,-18,-0.95,1:00,5.7,9,0.47,27,1.42,266666.6666666667
203,65,4,13,0,20,4,15,0,0,0,2,0,0,80,18.4166666666667,1994-08-22,20132014,74,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-5,-0.25,0:18,1.7000000000000002,5,0.25,10,0.5,340250.0
204,64,7,15,-9,12,7,21,0,1,0,0,0,0,102,14.4166666666667,1994-08-08,20152016,71,190,4,5,25,15,27,15,8,4,21,15,6,1,0,1,0,0,0,0,5,0,3,0.2,0:11,1.3,8,0.52,5,0.33,58333.333333333336
205,17,0,3,1,8,0,3,0,0,0,0,0,0,10,8.28333333333333,1997-10-15,20192020,76,227,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,-2,-0.85,0:28,5.7,2,0.85,4,1.7000000000000002,69375.0
206,67,10,16,-2,10,7,20,3,6,0,0,0,2,109,14.4666666666667,1995-07-05,20162017,73,188,2,0,8,5,8,5,2,2,7,4,3,0,0,0,0,0,0,0,5,0,3,0.19,0:08,1.0,8,0.5,5,0.31,231250.0
207,70,18,40,-10,12,12,40,6,18,0,0,0,2,209,18.7833333333333,1993-08-13,20132014,69,165,0,0,3,1,3,1,1,0,3,2,1,0,0,0,0,0,0,0,6,0,5,0.23,0:10,0.9,11,0.5,6,0.27,562500.0
208,2,3,1,3,2,3,4,0,0,0,0,0,0,4,11.7833333333333,1998-07-20,20192020,75,192,1,3,8,12,10,12,5,5,8,4,4,1,0,1,0,0,0,0,1,0,-1,-2.55,1:00,8.5,0,0.0,1,2.55,65000.0
209,65,15,22,-9,18,12,30,3,7,0,0,0,2,96,15.9333333333333,1987-09-01,20102011,68,175,0,1,4,7,5,9,1,2,10,4,6,1,2,0,0,0,0,0,9,0,11,0.64,0:16,1.7000000000000002,20,1.16,9,0.52,625000.0
210,42,8,9,-10,8,5,10,3,7,0,0,0,2,98,14.6166666666667,1996-05-10,20162017,76,220,2,0,13,4,20,8,5,1,20,13,7,7,4,0,0,0,0,0,4,0,9,0.88,0:11,1.3,13,1.27,4,0.39,395833.3333333333
211,59,8,16,-5,16,6,17,2,7,0,0,0,0,86,12.3,1994-02-12,20122013,73,194,19,15,55,57,64,67,21,15,61,24,37,9,10,0,0,0,0,0,8,0,-1,-0.08,0:16,2.2,7,0.58,8,0.66,61855.333333333336
212,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,6.36666666666667,1988-09-24,20132014,73,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.42,0:00,0.0,1,9.42,0,0.0,58333.333333333336
213,47,4,11,-5,6,4,13,0,2,0,0,0,0,73,14.5166666666667,1997-09-10,20172018,72,180,0,2,5,3,5,3,3,1,2,2,0,0,0,0,0,0,0,0,3,0,11,0.97,0:07,0.9,14,1.23,3,0.26,112500.0
214,68,22,39,5,36,14,47,8,14,0,0,0,1,162,16.3,1990-12-01,20102011,70,173,6,4,15,9,16,9,6,1,8,4,4,1,0,0,0,0,0,0,18,0,-12,-0.65,0:31,3.3,6,0.32,18,0.97,350000.0
215,63,15,16,-10,55,14,28,0,2,1,1,0,1,128,15.4666666666667,1997-12-04,20172018,72,197,114,98,196,176,262,210,72,55,133,76,57,19,16,47,18,0,3,0,14,1,-8,-0.49,0:52,5.6,10,0.62,18,1.11,191666.66666666666
216,69,13,23,11,24,6,19,7,16,0,1,1,3,150,24.85,1997-01-13,20162017,73,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0.11,0:20,1.4,15,0.53,12,0.42,395833.3333333333
217,69,16,49,22,41,12,42,4,23,0,0,0,1,260,25.7833333333333,1990-06-01,20112012,73,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,-2,-0.07,0:35,2.3,17,0.5700000000000001,19,0.64,979166.6666666666
218,66,10,32,9,18,9,35,1,7,0,0,0,2,87,14.5666666666667,1999-07-02,20182019,72,188,36,21,175,126,181,136,80,70,110,65,45,5,10,1,0,0,0,0,8,0,1,0.06,0:16,1.9,9,0.56,8,0.5,69375.0
219,71,32,34,18,44,24,47,8,19,0,0,1,5,307,17.9166666666667,1988-11-20,20082009,74,215,8,7,43,43,45,51,8,12,61,29,32,2,8,0,0,0,2,0,17,0,-2,-0.09,0:37,3.5,17,0.8,19,0.9,583333.3333333334
220,36,2,6,-26,6,1,3,1,5,0,0,1,1,51,19.2166666666667,1998-02-15,20182019,74,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0:10,0.9,3,0.26,3,0.26,69375.0
221,66,24,37,-1,28,19,38,5,23,0,0,0,3,141,16.8,1997-03-11,20162017,70,175,4,3,24,20,25,24,6,10,26,15,11,0,4,1,0,0,0,0,13,0,11,0.6000000000000001,0:25,2.5,24,1.3,13,0.7,416666.6666666667
222,62,12,20,-1,18,9,19,3,13,0,0,0,2,112,22.5666666666667,1989-11-29,20102011,69,167,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,-2,-0.09,0:17,1.3,7,0.30000000000000004,9,0.39,750000.0
223,58,8,17,12,16,7,22,0,0,1,3,0,2,107,14.3166666666667,1988-08-23,20112012,71,185,5,5,9,8,15,13,5,3,10,5,5,0,0,6,5,0,0,0,8,0,-3,-0.22,0:16,1.9,5,0.36,8,0.58,225000.0
224,70,14,24,-21,22,5,21,9,17,0,0,0,2,153,17.15,1987-10-02,20062007,72,202,1,0,6,2,7,2,0,0,8,6,2,1,0,0,0,0,0,0,11,0,-5,-0.25,0:18,1.8,6,0.30000000000000004,11,0.55,425000.0
225,61,3,24,1,18,1,16,2,11,0,0,0,0,111,24.3833333333333,1983-07-16,20052006,73,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-8,-0.32,0:17,1.2,1,0.04,9,0.36,220833.33333333334
226,69,19,14,-3,26,15,27,4,6,0,0,0,3,117,14.5,1992-05-02,20112012,75,198,0,0,10,5,11,6,3,2,12,8,4,1,1,0,0,0,0,0,13,0,-6,-0.36,0:22,2.6,7,0.42,13,0.78,75430.0
227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0666666666667,1998-05-25,20172018,73,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,66666.66666666667
228,59,9,20,0,20,7,21,2,8,0,0,0,2,117,21.9833333333333,1991-12-05,20102011,73,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-8,-0.37,0:20,1.5,2,0.09,10,0.46,395833.3333333333
229,68,4,17,15,34,3,13,1,7,0,1,0,1,112,18.0666666666667,1994-01-05,20162017,69,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,-11,-0.54,0:30,2.8,6,0.29,17,0.83,333333.3333333333
230,4,0,0,-1,0,0,0,0,0,0,0,0,0,2,10.2666666666667,1999-09-12,20182019,71,188,0,0,8,5,8,5,4,4,5,4,1,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,58333.333333333336
231,65,4,12,5,14,4,16,0,0,0,0,0,1,114,18.2666666666667,1993-04-20,20152016,74,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-4,-0.2,0:12,1.2,3,0.15,7,0.35,17745.0
232,66,25,39,28,11,17,51,8,13,0,0,0,4,141,18.9,1996-03-13,20162017,70,183,86,84,333,325,380,397,130,126,351,164,187,46,68,1,4,0,1,0,3,0,12,0.58,0:10,0.9,16,0.77,4,0.19,500000.0
233,68,24,37,9,54,18,41,6,20,0,0,1,5,183,16.7333333333333,2000-03-26,20182019,74,195,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,-7,-0.37,0:47,4.7,20,1.05,27,1.42,69375.0
234,68,7,13,7,72,7,20,0,0,0,0,0,0,97,18.45,1993-06-28,20152016,76,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,26,1,-13,-0.62,1:03,5.7,16,0.77,29,1.39,229166.66666666666
235,69,17,33,-2,22,14,35,3,15,0,0,3,6,245,19.15,1992-01-31,20102011,73,200,187,206,317,461,387,538,93,142,297,107,190,13,25,57,52,0,0,0,11,0,2,0.09,0:19,1.7000000000000002,13,0.59,11,0.5,750000.0
236,69,5,14,-6,14,5,18,0,0,0,1,0,3,89,21.0666666666667,1986-08-01,20072008,71,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-1,-0.04,0:12,1.0,6,0.25,7,0.29,458333.3333333333
237,65,9,12,7,6,9,20,0,0,0,1,0,1,85,14.9833333333333,1995-07-04,20152016,74,200,67,58,227,189,251,196,116,86,120,68,52,2,1,22,6,0,0,0,3,0,7,0.43,0:05,0.6000000000000001,10,0.62,3,0.18,133333.33333333334
238,36,2,5,8,16,2,6,0,0,0,1,0,0,31,15.7833333333333,1986-11-09,20092010,74,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-5,-0.53,0:26,2.8,3,0.32,8,0.85,145833.33333333334
239,28,1,7,17,10,0,6,0,1,1,1,0,0,35,21.05,1991-09-06,20132014,76,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-3,-0.31,0:21,1.7000000000000002,2,0.2,5,0.51,341666.6666666667
240,62,14,9,5,12,14,21,0,2,0,0,0,1,95,10.6333333333333,1996-04-09,20172018,72,192,17,7,56,37,62,40,24,16,38,21,17,6,3,0,0,0,0,0,6,0,7,0.64,0:11,1.8,13,1.18,6,0.55,179166.66666666666
241,53,6,8,-9,65,6,12,0,0,0,2,0,1,50,11.6166666666667,1992-01-13,20122013,76,198,0,2,6,6,6,6,5,3,2,1,1,0,0,0,0,0,7,0,10,1,-5,-0.49,1:13,10.6,13,1.27,18,1.75,125000.0
242,70,15,27,4,16,11,32,3,9,1,1,1,3,151,18.0333333333333,1989-09-01,20112012,71,180,1,5,15,13,16,17,8,4,15,7,8,1,3,0,1,0,0,0,8,0,5,0.24,0:13,1.3,13,0.62,8,0.38,416666.6666666667
243,15,0,4,-2,0,0,3,0,1,0,0,0,0,10,13.9166666666667,1999-11-06,20182019,72,187,20,11,70,49,74,65,24,28,56,30,26,3,15,1,1,0,0,0,0,0,2,0.58,0:00,0.0,2,0.58,0,0.0,77083.33333333333
244,5,1,0,0,7,1,1,0,0,0,0,0,0,6,12.2333333333333,1991-09-30,20152016,78,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,-0.98,1:24,11.4,1,0.98,2,1.96,58333.333333333336
245,71,29,44,2,45,19,53,10,20,0,0,2,6,170,21.8,1993-03-15,20112012,75,207,181,136,568,485,684,605,215,178,579,288,291,106,111,10,9,0,1,0,15,1,6,0.23,0:38,2.9,23,0.89,17,0.66,458333.3333333333
246,69,6,27,-2,46,4,23,2,9,0,1,0,0,128,22.8,1994-10-27,20132014,76,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,-12,-0.46,0:40,2.9,7,0.27,19,0.72,450000.0
247,66,13,31,-15,12,8,29,5,15,0,0,0,2,158,14.7,1992-07-08,20192020,69,163,0,1,0,1,2,1,1,0,1,1,0,2,0,0,0,0,0,0,6,0,6,0.37,0:10,1.2,12,0.74,6,0.37,83333.33333333333
248,69,25,27,3,18,24,40,1,12,0,0,1,6,187,14.8833333333333,1996-02-28,20162017,72,197,1,0,4,6,5,6,1,2,7,3,4,1,0,0,0,0,0,0,9,0,2,0.12,0:15,1.8,11,0.64,9,0.53,56034.333333333336
249,58,9,10,5,10,8,18,1,1,0,0,0,0,66,12.9333333333333,1996-08-05,20172018,72,197,1,0,3,1,4,2,0,1,4,3,1,0,0,1,1,0,0,0,5,0,2,0.16,0:10,1.3,7,0.56,5,0.4,26149.5
250,71,21,27,-23,40,18,34,3,14,0,0,0,1,129,19.3166666666667,1995-02-24,20162017,73,199,1,0,2,3,2,4,0,1,4,1,3,0,1,0,0,0,0,0,9,2,9,0.39,0:33,2.9,20,0.88,11,0.48,291666.6666666667
251,6,0,0,-2,17,0,0,0,0,0,0,0,0,2,10.1666666666667,1994-12-05,20182019,74,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,-0.98,2:50,27.9,2,1.97,3,2.95,58333.333333333336
252,58,12,26,1,16,10,30,2,8,0,0,0,2,97,15.9333333333333,1997-03-07,20162017,75,200,67,67,282,258,304,277,127,96,224,110,114,20,18,2,1,0,0,0,8,0,2,0.13,0:16,1.7000000000000002,10,0.65,8,0.52,200000.0
253,41,2,4,4,12,2,6,0,0,0,0,0,0,44,14.7666666666667,1990-05-07,20122013,71,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0.2,0:17,2.0,8,0.79,6,0.59,58333.333333333336
254,31,0,4,-9,16,0,3,0,1,0,0,0,0,38,14.85,1999-09-02,20182019,69,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-2,-0.26,0:30,3.5,6,0.78,8,1.04,69375.0
255,44,1,15,-6,24,0,6,1,9,0,1,0,1,85,18.0166666666667,1993-07-13,20152016,73,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-5,-0.38,0:32,3.0,7,0.53,12,0.91,125000.0
256,63,12,14,4,38,7,18,5,8,0,0,0,2,149,22.4333333333333,1998-03-31,20162017,74,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,-3,-0.13,0:36,2.7,15,0.64,18,0.76,275000.0
257,51,7,3,2,33,7,10,0,0,0,0,0,2,63,8.95,1994-03-09,20182019,74,190,1,0,3,1,3,1,0,1,2,2,0,0,0,0,0,0,1,0,4,2,1,0.13,0:38,7.2,8,1.05,7,0.92,75000.0
258,69,6,17,-2,34,6,21,0,1,0,1,0,0,95,13.2833333333333,1993-01-20,20162017,74,213,136,118,204,223,267,254,88,81,98,43,55,2,3,61,28,0,0,0,12,1,0,0.0,0:29,3.7,13,0.85,13,0.85,87500.0
259,46,5,3,-9,20,4,7,0,0,1,1,0,0,55,11.1666666666667,1996-01-15,20182019,74,193,2,3,7,4,8,5,6,0,2,0,2,0,0,1,1,0,0,0,4,1,7,0.82,0:26,3.9,12,1.4,5,0.58,75000.0
260,45,3,5,-9,47,3,7,0,0,0,1,0,0,51,13.7166666666667,1994-03-25,20172018,77,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,-9,-0.88,1:02,7.6,7,0.68,16,1.56,75000.0
261,70,48,47,21,40,28,57,20,38,0,0,1,10,279,18.9666666666667,1996-05-25,20142015,72,194,4,1,7,7,11,7,2,3,8,5,3,3,0,1,0,0,0,0,20,0,5,0.23,0:34,3.0,25,1.13,20,0.9,333333.3333333333
262,69,18,18,-4,41,12,27,6,9,0,0,0,6,150,13.0833333333333,1996-08-17,20152016,73,226,3,0,12,4,13,5,3,2,10,7,3,1,1,0,0,0,1,0,13,1,6,0.4,0:35,4.5,21,1.4,15,1.0,141666.66666666666
263,60,4,5,-13,8,3,5,0,2,1,2,0,0,86,13.6833333333333,1984-04-24,20062007,73,186,82,73,220,195,246,210,99,97,105,65,40,11,8,15,7,0,0,0,4,0,1,0.07,0:08,1.0,5,0.37,4,0.29,416666.6666666667
264,41,4,9,-3,6,4,11,0,2,0,0,0,1,50,16.2166666666667,2000-08-15,20192020,71,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0.63,0:08,0.9,10,0.9,3,0.27,77083.33333333333
265,61,7,14,-26,10,3,12,4,9,0,0,1,2,123,15.8666666666667,2001-05-14,20192020,71,176,52,20,239,128,295,167,108,54,228,135,93,56,38,0,1,0,0,0,5,0,11,0.68,0:09,1.0,16,0.99,5,0.31,77083.33333333333
266,69,23,38,-5,74,18,42,5,19,0,0,2,4,188,18.3,1997-12-11,20162017,74,202,1,0,3,0,4,0,1,0,2,2,0,1,0,0,0,0,4,0,17,2,11,0.52,1:04,5.9,34,1.61,23,1.09,583333.3333333334
267,70,9,10,-11,28,8,15,1,2,0,2,0,2,64,13.15,1998-03-29,20182019,75,200,123,102,224,197,270,251,77,74,145,70,75,8,10,38,44,0,0,0,14,0,-3,-0.2,0:24,3.0,11,0.72,14,0.91,69375.0
268,71,25,35,2,52,16,33,9,27,0,0,4,9,166,18.3166666666667,1988-05-28,20072008,72,200,0,2,5,3,5,3,0,0,6,5,1,0,0,0,0,0,0,0,26,0,-10,-0.46,0:43,4.0,16,0.74,26,1.2,257291.66666666666
269,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5.33333333333333,1995-07-01,20152016,76,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.63,0:00,0.0,1,5.63,0,0.0,62500.0
270,67,8,15,11,22,7,18,1,5,0,0,0,0,115,12.7666666666667,1998-03-14,20162017,71,187,63,26,154,74,170,85,55,40,71,52,19,14,9,2,2,0,0,0,11,0,13,0.91,0:19,2.6,24,1.6800000000000002,11,0.77,72843.75
271,71,5,16,-4,33,4,19,1,2,0,0,0,1,99,21.9666666666667,1997-06-26,20172018,71,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,-3,-0.12,0:27,2.1,12,0.46,15,0.58,125000.0
272,68,8,25,-1,32,7,26,0,5,1,2,0,2,154,23.3666666666667,1990-05-24,20112012,76,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,-2,-0.08,0:28,2.0,10,0.38,12,0.45,250000.0
273,69,29,30,-5,28,18,38,11,21,0,0,0,3,214,16.8333333333333,1989-11-24,20112012,72,182,1,0,4,6,8,7,0,2,12,7,5,4,1,0,0,0,0,0,14,0,-1,-0.05,0:24,2.4,13,0.67,14,0.72,333333.3333333333
274,44,12,14,2,6,9,18,3,8,0,0,1,2,148,17.85,1989-06-05,20112012,68,176,7,6,27,24,30,27,13,14,17,10,7,1,2,2,1,0,0,0,3,0,5,0.38,0:08,0.8,8,0.61,3,0.23,439583.3333333333
275,8,2,1,3,2,2,3,0,0,0,0,0,1,11,10.65,1998-06-10,20192020,72,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.41,0:15,2.4,3,2.11,1,0.7,69375.0
276,5,1,1,-2,4,1,2,0,0,0,0,0,0,6,11.1333333333333,1994-02-07,20172018,69,186,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,-1,-1.08,0:48,7.2,1,1.08,2,2.16,58333.333333333336
277,67,13,16,0,10,10,24,2,4,1,1,0,2,109,15.3166666666667,1986-03-19,20092010,73,199,134,148,213,284,297,363,62,76,240,101,139,28,38,56,41,0,0,0,5,0,2,0.12,0:08,1.0,7,0.41,5,0.29,354166.6666666667
278,3,0,0,1,0,0,0,0,0,0,0,0,0,4,17.6833333333333,1995-03-17,20172018,74,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.13,0:00,0.0,1,1.13,0,0.0,83333.33333333333
279,5,1,1,1,0,1,2,0,0,0,0,0,0,1,14.4833333333333,1992-11-24,20152016,73,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,13073.666666666666
280,10,3,7,-2,0,2,7,1,3,0,0,0,0,26,16.1833333333333,1991-12-13,20122013,72,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.74,0:00,0.0,2,0.74,0,0.0,458333.3333333333
281,3,0,1,0,0,0,0,0,1,0,0,0,0,4,12.3166666666667,1999-07-22,20192020,75,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,70208.33333333333
282,48,8,7,4,6,7,13,0,0,1,2,0,3,72,11.9333333333333,1996-05-31,20192020,77,214,23,16,45,33,64,41,20,15,31,21,10,0,0,19,8,0,0,0,3,0,4,0.42,0:07,1.1,7,0.73,3,0.31,104166.66666666667
283,44,8,9,1,25,7,14,1,3,0,0,0,0,76,14.85,1989-02-14,20082009,75,190,99,94,140,136,193,185,50,62,73,44,29,13,12,40,37,0,1,0,5,1,6,0.55,0:34,3.8,13,1.19,7,0.64,375000.0
284,19,1,1,5,29,1,2,0,0,0,0,0,0,20,15.4166666666667,1997-04-28,20182019,73,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,-7,-1.43,1:31,9.9,2,0.41,9,1.84,66666.66666666667
285,57,6,8,-12,28,4,11,0,0,2,3,0,1,70,12.4333333333333,1988-02-17,20082009,73,186,8,1,13,6,15,6,1,0,11,6,5,0,0,2,0,0,0,0,14,0,-6,-0.51,0:29,4.0,8,0.68,14,1.18,62500.0
286,57,5,16,-2,70,4,14,1,7,0,0,0,0,77,13.7166666666667,1985-05-16,20052006,75,206,1,0,4,3,6,4,2,0,7,3,4,2,1,0,0,1,2,0,20,1,-6,-0.46,1:13,9.0,18,1.38,24,1.84,62500.0
287,43,5,8,7,6,5,13,0,0,0,0,0,2,38,10.4833333333333,1993-03-01,20142015,74,195,39,31,146,116,152,120,60,34,108,53,55,6,4,0,0,0,0,0,3,0,4,0.53,0:08,1.3,7,0.93,3,0.4,333333.3333333333
288,59,15,19,0,69,15,34,0,0,0,0,0,1,99,15.6666666666667,1991-01-24,20112012,75,211,0,0,2,1,2,1,0,0,3,2,1,0,0,0,0,0,3,0,17,2,-12,-0.78,1:10,7.5,10,0.65,22,1.43,291666.6666666667
289,8,2,0,-2,2,0,0,2,2,0,0,0,0,5,6.26666666666667,1993-04-27,20142015,77,208,4,1,13,8,14,8,5,4,8,5,3,1,0,0,0,0,0,0,1,0,-1,-1.2,0:15,4.0,0,0.0,1,1.2,58333.333333333336
290,70,8,8,-11,8,7,15,0,0,1,1,0,2,90,13.6666666666667,1995-01-12,20172018,74,188,129,150,251,275,285,313,100,100,119,56,63,1,4,33,34,0,0,0,4,0,7,0.44,0:06,0.8,11,0.69,4,0.25,83333.33333333333
291,68,26,28,6,32,22,47,4,7,0,0,3,5,175,18.8666666666667,1991-10-15,20132014,76,212,207,221,462,474,573,615,183,168,409,183,226,49,96,62,45,0,0,0,15,0,0,0.0,0:28,2.5,15,0.7,15,0.7,433333.3333333333
